,Unnamed: 0,thought,original_label,cleaned_thought,all-mpnet-base-v2 x,all-mpnet-base-v2 y,all-MiniLM-L12-v2 x,all-MiniLM-L12-v2 y,All-Distilroberta-v1 x,All-Distilroberta-v1 y,all-mpnet-base-v2 k-mean,all-MiniLM-L12-v2 k-mean,All-Distilroberta-v1 k-mean,all-mpnet-base-v2 aglo,all-MiniLM-L12-v2 aglo,All-Distilroberta-v1 aglo,all-mpnet-base-v2 hdbscan_manual,all-MiniLM-L12-v2 hdbscan_manual,All-Distilroberta-v1 hdbscan_manual
681,681,I got very upset last week when I realized that I had forgotten to fill out a required form and the date that the form was due had already passed. they should have reminded me before I forgot , Should statements,got upset last week realized forgotten fill required form date form due already passed reminded forgot,7.030904,9.323313,7.030904,9.323313,7.030904,9.323313,16,3,6,1,2,0,-1,-1,1
682,682,"I found a job I thought was perfect for me in the field I used to work in and love very much. A few days after putting in a resume and lining up several references, I found out the job was filled and I didn't even get so much as an acknowledgment of my application much less an interview when I was extremely qualified. why can't I ever get anything I want ", All-or-nothing thinking,found job thought perfect field used work love much day putting resume lining several reference found job filled didnt even get much acknowledgment application much le interview extremely qualified cant ever get anything want,8.334211,9.629896,8.334211,9.629896,8.334211,9.629896,5,7,1,1,2,0,10,26,1
683,683,I recently discovered a music artist that I very much enjoy. When I showed it to a close friend they had a very negative reaction and asked me how I could enjoy this type of music. I ended up getting quite angry with them and told them they had bad taste in music. I felt that my personal self was under attack - and I needed to retaliate by denying their attack. , Personalizing,recently discovered music artist much enjoy showed close friend negative reaction asked could enjoy type music ended getting quite angry told bad taste music felt personal self attack needed retaliate denying attack,6.550881,9.159732,6.550881,9.159732,6.550881,9.159732,16,6,11,1,2,3,8,24,1
684,684,Recent panic attack I'm not going to live up to my expectations for my future , Catastrophizing,recent panic attack im going live expectation future,8.773918,5.7149568,8.773918,5.7149568,8.773918,5.7149568,6,15,14,2,1,2,-1,25,1
685,685,I hurt my family members by telling them to postpone their long-planned trip to visit me because I was too busy I am selfish , Labeling,hurt family member telling postpone longplanned trip visit busy selfish,5.1308,7.2910676,5.1308,7.2910676,5.1308,7.2910676,3,13,15,1,2,1,3,18,1
686,686,"When I told my friend about my job, he said it has little real-world significance My job is worthless ", Overgeneralizing,told friend job said little realworld significance job worthless,8.617858,9.235668,8.617858,9.235668,8.617858,9.235668,5,7,1,1,0,0,10,-1,1
687,687,"it's so hard to do school work, get out of bed, care for myself, and eat I'm so exhausted ", Negative feeling or emotion,hard school work get bed care eat im exhausted,9.010067,6.038659,9.010067,6.038659,9.010067,6.038659,2,2,14,2,1,2,-1,28,1
688,688,Our forest inventory data is due in less than three days and I still have over 100 plots to do.  The date cannot be missed and my superiors expect it completed. I have at least four normal days of plot work needing done in three days , Negative feeling or emotion,forest inventory data due le three day still plot date cannot missed superior expect completed least four normal day plot work needing done three day,8.039734,7.9525676,8.039734,7.9525676,8.039734,7.9525676,7,3,6,2,2,0,-1,-1,1
689,689,My financial situation is going out of hand I'm worried about my future , Fortune telling,financial situation going hand im worried future,9.660391,8.902295,9.660391,8.902295,9.660391,8.902295,5,7,1,2,0,0,-1,26,1
690,690,"I was given a solo for the church play.  At practice when it came time for me to sing, my voice cracked and I lost the solo. I can't sing. ", All-or-nothing thinking,given solo church play practice came time sing voice cracked lost solo cant sing,8.638669,6.7694726,8.638669,6.7694726,8.638669,6.7694726,15,2,4,2,1,4,14,-1,1
691,691,"I always do the wrong thing, I always make mistakes I hate myself ", Labeling,always wrong thing always make mistake hate,7.433989,6.01271,7.433989,6.01271,7.433989,6.01271,11,4,4,2,1,0,7,32,1
692,692,"I was walking in a poorly lit downtown area when a man approached me and asked for money. I told him I had none, and he started cussing me out and following me. I eventually started running and he finally stopped following. He is going to hurt me ", Fortune telling,walking poorly lit downtown area man approached asked money told none started cussing following eventually started running finally stopped following going hurt,3.4984381,6.5363927,3.4984381,6.5363927,3.4984381,6.5363927,1,16,11,0,2,3,4,8,1
693,693,"I left a toxic job that abused me for more than a decade. I thought I found a new job that was better, but realized they lied to me about the job and now I hate working here. I feel like I made a huge mistake. I can never get a break. Every time I try to make a positive change in my life, something happens to ruin it. ", Negative feeling or emotion,left toxic job abused decade thought found new job better realized lied job hate working feel like made huge mistake never get break every time try make positive change life something happens ruin,8.9925375,9.077514,8.9925375,9.077514,8.9925375,9.077514,5,2,4,1,1,0,10,28,1
694,694,Last week I found out that my mother had experienced sudden back pain that lasted for a few days  and I somehow worked myself into a very concerned state where I kind of felt like she was going to become completely incapacitated and have to live in a nursing home. I'm afraid she's going to die soon. , Emotional reasoning,last week found mother experienced sudden back pain lasted day somehow worked concerned state kind felt like going become completely incapacitated live nursing home im afraid shes going die soon,5.361297,6.955994,5.361297,6.955994,5.361297,6.955994,6,15,0,1,1,2,6,25,1
695,695,I received a rejection email from a position I applied to. I will never get a job. , Fortune telling,received rejection email position applied never get job,8.394481,9.820916,8.394481,9.820916,8.394481,9.820916,5,7,1,1,2,0,10,26,1
696,696,"I called an old friend, but she wasn't home and didn't return my call. Maybe she doesn't want to talk to me anymore. ", Mind reading,called old friend wasnt home didnt return call maybe doesnt want talk anymore,3.9162254,5.6040063,3.9162254,5.6040063,3.9162254,5.6040063,13,1,8,0,4,1,3,8,1
697,697,I am single and isolated im unlovable , Negative feeling or emotion,single isolated im unlovable,6.071278,4.3113675,6.071278,4.3113675,6.071278,4.3113675,4,8,16,0,0,2,7,11,1
698,698,"My boyfriend didn't reply back to me instantly. If I text my boyfriend too much, he will get bored of me. ", Mind reading,boyfriend didnt reply back instantly text boyfriend much get bored,3.0781157,6.017451,3.0781157,6.017451,3.0781157,6.017451,1,16,3,0,0,1,4,8,1
699,699,I was looking forward to relaxing but my partner asked me to make dinner instead. My partner thinks I am lazy. , Mind reading,looking forward relaxing partner asked make dinner instead partner think lazy,5.4385166,9.075921,5.4385166,9.075921,5.4385166,9.075921,7,12,17,1,2,1,-1,-1,1
700,700,"Someone criticized the way I dealt with a patient saying that I was too short tempered with them. I felt the criticism was unfair because they didn't take into account the entire situation, especially considering how the patient was behaving towards me. ", Personalizing,someone criticized way dealt patient saying short tempered felt criticism unfair didnt take account entire situation especially considering patient behaving towards,6.6698723,9.335073,6.6698723,9.335073,6.6698723,9.335073,16,6,11,1,2,3,8,24,-1
701,701,I failed to turn in my planned event calendar by the due date. I forgot something important. Again. My boss is going to kill me. , Catastrophizing,failed turn planned event calendar due date forgot something important bos going kill,7.525701,8.106645,7.525701,8.106645,7.525701,8.106645,7,3,6,1,2,0,-1,36,1
702,702,"I had a huge fight with my friend and I love her so much and I called her fat and ugly and I didn't mean to, is there a condition for something like this I'm being mean to someone I love ", Labeling,huge fight friend love much called fat ugly didnt mean condition something like im mean someone love,4.8544817,6.0242553,4.8544817,6.0242553,4.8544817,6.0242553,3,8,3,0,0,1,-1,-1,1
703,703,Last week I made a special dinner at my house for my family to enjoy but I overcooked the food. after three decades since I first started learning how to cook I am still ruining meals. , Overgeneralizing,last week made special dinner house family enjoy overcooked food three decade since first started learning cook still ruining meal,5.1504316,9.318694,5.1504316,9.318694,5.1504316,9.318694,12,9,13,1,3,3,2,2,2
704,704,I failed to do a work task appropriately in a side-gig. I won't get paid , Fortune telling,failed work task appropriately sidegig wont get paid,8.20567,9.446545,8.20567,9.446545,8.20567,9.446545,5,7,5,1,2,0,-1,-1,1
705,705,I mixed up the addresses on two packages and sent them to the wrong place I screwed up again at work , Negative feeling or emotion,mixed address two package sent wrong place screwed work,7.029747,8.220409,7.029747,8.220409,7.029747,8.220409,0,3,6,1,2,0,13,-1,1
706,706,I made a mistake with an expensive reagent at work and ruined my experiment. I'm mad at myself for being careless , Emotional reasoning,made mistake expensive reagent work ruined experiment im mad careless,7.2571387,8.235539,7.2571387,8.235539,7.2571387,8.235539,0,0,6,1,2,0,13,-1,1
707,707,I couldn't finish the task in time I'm incompetent , Labeling,couldnt finish task time im incompetent,8.099928,7.8099017,8.099928,7.8099017,8.099928,7.8099017,15,3,6,1,2,0,14,-1,1
708,708,My friend asked for help and I denied I'm self-centered , Labeling,friend asked help denied im selfcentered,6.6994843,5.81391,6.6994843,5.81391,6.6994843,5.81391,10,11,11,0,1,3,-1,-1,1
709,709,I try to talk to a stranger at a party and they seem disinterested and walk away from me I'm boring , Fortune telling,try talk stranger party seem disinterested walk away im boring,5.74649,5.304794,5.74649,5.304794,5.74649,5.304794,4,10,7,0,0,3,7,16,1
710,710,"I don't work. I rely heavily on my partner, I'm so easily scared I am a burden. ", Labeling,dont work rely heavily partner im easily scared burden,6.5908175,6.7212253,6.5908175,6.7212253,6.5908175,6.7212253,6,2,0,2,1,2,6,28,1
711,711,I am alone none understands Can not move have so much to do mind numb , Negative feeling or emotion,alone none understands move much mind numb,8.436302,5.145242,8.436302,5.145242,8.436302,5.145242,2,11,16,2,1,2,7,28,-1
712,712,I had a breakup I am the cause of the breakup , Personalizing,breakup cause breakup,4.8973866,4.811356,4.8973866,4.811356,4.8973866,4.811356,10,16,0,0,0,2,3,8,1
