,Unnamed: 0,thought,original_label,cleaned_thought,all-mpnet-base-v2 x,all-mpnet-base-v2 y,all-MiniLM-L12-v2 x,all-MiniLM-L12-v2 y,All-Distilroberta-v1 x,All-Distilroberta-v1 y,all-mpnet-base-v2 k-mean,all-MiniLM-L12-v2 k-mean,All-Distilroberta-v1 k-mean
722,722,It's so hard to study effectively and it takes all the time and energy I have. And then I still don't feel prepared. I'm so behind and i'm so afraid of the terrible grades I will recieve. I can't do anything right , Negative feeling or emotion,hard study effectively take time energy still dont feel prepared im behind im afraid terrible grade recieve cant anything right,9.528857,3.5860934,8.467205,8.034975,9.102697,6.344165,1,11,3
723,723,I was called into a meeting with my boss where I was told that I wasn't meeting the standards at work. I am not doing well enough to warrant working at this job. , All-or-nothing thinking,called meeting bos told wasnt meeting standard work well enough warrant working job,8.244272,5.8955646,7.337802,11.228292,7.547187,7.855469,5,3,7
724,724,"I have been trying to get a hold of a friend to help me with a project for over a week, but he won't return my calls or texts. He is avoiding me ", Mind reading,trying get hold friend help project week wont return call text avoiding,3.1002672,4.471242,3.2041256,9.313631,3.5026927,8.102799,0,0,6
725,725,I got into a minor car crash. I messed up big time. , Catastrophizing,got minor car crash messed big time,6.377771,4.6353884,6.7785196,10.310126,7.2817726,4.5834475,3,3,8
726,726,I yelled at my child for being too fidgety during stories at bedtime. The kids will never settle down. , Fortune telling,yelled child fidgety story bedtime kid never settle,4.579429,6.00535,3.8103366,6.7382903,2.3997989,5.475213,9,8,9
727,727,"I applied for a promotion but was told I haven't shown the necessary ambition yet. This happened at work where I always go the extra mile, stay late, and even work when I'm not being paid. I feel like the response to my request for a promotion was inaccurate and that I am being taken advantage of because nothing I could do is enough. I was denied the promotion by the department head who is a woman that seems to always talk down to and be rude to men at the company. I felt as if my talents and efforts were being unrecognized by the company yet they are perfectly happy to accept all of my hard work, just not pay me what I deserve for it. ", Disqualifying the Positive,applied promotion told havent shown necessary ambition yet happened work always go extra mile stay late even work im paid feel like response request promotion inaccurate taken advantage nothing could enough denied promotion department head woman seems always talk rude men company felt talent effort unrecognized company yet perfectly happy accept hard work pay deserve,8.250291,6.3991566,8.353064,11.320623,7.63065,8.164161,5,3,7
728,728,I got upset at my boss for not putting me in a temporary promotion to act as supervisor of our team. I wasn't valued as much as the other person. , Personalizing,got upset bos putting temporary promotion act supervisor team wasnt valued much person,7.681175,6.4017262,7.7578135,11.5616,7.3727326,8.366873,10,3,7
729,729,I was talking to a friend who got me angry. He's insulting me. , Mind reading,talking friend got angry he insulting,3.543452,4.725317,3.7457743,9.133968,3.7124975,8.209043,0,4,6
730,730,My daughter spilled a drink on my desk. She ruined my project , Blaming,daughter spilled drink desk ruined project,6.9378853,5.101445,3.336049,10.342201,1.7660538,6.246243,10,0,4
731,731,I missed the submission deadline My efforts are wasted , Disqualifying the Positive,missed submission deadline effort wasted,8.21493,4.866795,7.4203815,10.250474,8.030025,4.8735003,5,3,8
732,732,My friend has more followers on Twitter than me She is more successful than I am , Blaming,friend follower twitter successful,8.8636465,4.1560907,3.6067195,10.026721,6.1774626,7.4301453,1,0,7
733,733,I did nothing with my day Don't feel like I deserve fun/enjoyment , All-or-nothing thinking,nothing day dont feel like deserve funenjoyment,7.2743864,2.5121744,4.6928463,8.765915,5.4745975,6.068472,2,2,12
734,734,i dont wanna continue with this life im ready to die , Emotional reasoning,dont wanna continue life im ready die,7.3905377,1.7020959,6.024375,7.5055385,4.656527,5.1535506,2,5,2
735,735,"My friend and I were looking at apartments. His first choice for apartments was one that was too small for my life goals, as I could not set up an office in it. He wanted the better room in the apartment. He only cares about himself. ", Disqualifying the Positive,friend looking apartment first choice apartment one small life goal could set office wanted better room apartment care,3.684929,5.1531277,3.3517277,8.460692,3.74928,7.7231393,0,4,1
736,736,"While I was at work, my supervisor questioned my decision in a negative tone infront of my peers. She needs to stop discussing this. ", Negative feeling or emotion,work supervisor questioned decision negative tone infront peer need stop discussing,4.062899,4.4579935,6.3348484,11.692564,7.062225,8.45051,7,6,1
737,737,A friend of mine was pressuring me to see a movie I didn't want to see.  I tried to sheepishly get out of it but did not want to disappoint him so I just sort of agreed when I didn't want to do it.  So I ended up being miserable for two hours watching a movie I did not enjoy. I am miserable because I have such a hard time saying no. , Personalizing,friend mine pressuring see movie didnt want see tried sheepishly get want disappoint sort agreed didnt want ended miserable two hour watching movie enjoy miserable hard time saying,4.6850166,5.3998537,4.3454547,8.73425,3.4867594,7.674287,9,4,6
738,738,I got excessively angry at my friend for sending stupid pictures of me to a mutual friend. I felt betrayed and that was extreme Why did I overact like this , Catastrophizing,got excessively angry friend sending stupid picture mutual friend felt betrayed extreme overact like,4.887975,4.4951715,4.040954,9.090016,4.3538394,8.372708,6,0,1
739,739,I became very stressed out after getting a bad score on a quiz My grades are important and I did poorly , Disqualifying the Positive,became stressed getting bad score quiz grade important poorly,9.687538,3.5322387,9.255931,8.150654,9.083221,6.277553,1,11,3
740,740,My sister in law won't speak to me My sister in law thinks I am worthless , Negative feeling or emotion,sister law wont speak sister law think worthless,4.3448396,4.9399123,4.102339,7.694022,1.9074961,6.516676,9,8,4
741,741,First interview after studying and getting my diploma. I'll screw it over , Fortune telling,first interview studying getting diploma ill screw,9.13262,6.07628,9.21971,10.317126,8.358577,7.0621524,5,7,3
742,742,"I received a subpar quiz score in a class. I should have studied harder, or more efficiently. ", Should statements,received subpar quiz score class studied harder efficiently,9.473041,4.0797224,9.191789,8.366558,8.85422,6.2581134,1,11,3
743,743,My sister asked my mother about me taking care of her cats instead of asking me directly. I don't matter. , Overgeneralizing,sister asked mother taking care cat instead asking directly dont matter,4.1958847,4.8944883,3.7095747,7.5175824,2.461827,6.4322705,9,8,6
744,744,I just got fired from working as a sales person because I didn't reach my quota. I had never had a job like this before this. I'm a failure and can't keep a sales person job. , All-or-nothing thinking,got fired working sale person didnt reach quota never job like im failure cant keep sale person job,9.004249,5.741674,8.834621,10.600838,7.7530746,7.602041,5,7,7
745,745,"My girlfriend was sad that I wanted to go out with my friends, and started a fight. Why can't I have fun? Why must I stay home all the time? ", Overgeneralizing,girlfriend sad wanted go friend started fight cant fun must stay home time,4.4745584,2.4767227,3.8258865,9.294571,2.725971,7.4915943,7,2,4
746,746,My daughter's illness worry about a disabled family member , Negative feeling or emotion,daughter illness worry disabled family member,5.1239357,5.0419974,4.748327,6.8581195,3.279223,5.31703,9,8,12
747,747,I'm waiting everyday for the weekend and the holidays. I'm not getting anything productive done. I can't bring myself to be motivated. , Negative feeling or emotion,im waiting everyday weekend holiday im getting anything productive done cant bring motivated,8.560482,2.8799887,7.7724924,7.911421,6.027578,4.939576,12,1,0
